"Ob","SEVERITY"
11539,"SEVERE"
11540,"MILD"
11541,"MILD"
11542,"MILD"
11543,"MILD"
11544,"MILD"
11545,"MILD"
11546,"MILD"
11547,"MILD"
11548,"MILD"
11549,"MILD"
11550,"SEVERE"
11551,"MILD"
11552,"MILD"
11553,"MILD"
11554,"MILD"
11555,"MILD"
11556,"MILD"
11557,"MILD"
11558,"MILD"
11559,"MILD"
11560,"MILD"
11561,"MILD"
11562,"MILD"
11563,"MILD"
11564,"MILD"
11565,"MILD"
11566,"MILD"
11567,"MILD"
11568,"SEVERE"
11569,"MILD"
11570,"MILD"
11571,"MILD"
11572,"MILD"
11573,"MILD"
11574,"MILD"
11575,"MILD"
11576,"MILD"
11577,"MILD"
11578,"SEVERE"
11579,"MILD"
11580,"MILD"
11581,"MILD"
11582,"MILD"
11583,"MILD"
11584,"MILD"
11585,"MILD"
11586,"MILD"
11587,"MILD"
11588,"MILD"
11589,"MILD"
11590,"MILD"
11591,"MILD"
11592,"SEVERE"
11593,"MILD"
11594,"MILD"
11595,"MILD"
11596,"MILD"
11597,"MILD"
11598,"MILD"
11599,"MILD"
11600,"MILD"
11601,"MILD"
11602,"MILD"
11603,"MILD"
11604,"MILD"
11605,"MILD"
11606,"MILD"
11607,"MILD"
11608,"MILD"
11609,"MILD"
11610,"MILD"
11611,"MILD"
11612,"MILD"
11613,"MILD"
11614,"SEVERE"
11615,"MILD"
11616,"MILD"
11617,"MILD"
11618,"MILD"
11619,"MILD"
11620,"MILD"
11621,"MILD"
11622,"MILD"
11623,"MILD"
11624,"MILD"
11625,"MILD"
11626,"MILD"
11627,"MILD"
11628,"MILD"
11629,"SEVERE"
11630,"MILD"
11631,"MILD"
11632,"MILD"
11633,"MILD"
11634,"MILD"
11635,"MILD"
11636,"MILD"
11637,"MILD"
11638,"MILD"
11639,"MILD"
11640,"MILD"
11641,"MILD"
11642,"MILD"
11643,"MILD"
11644,"MILD"
11645,"MILD"
11646,"MILD"
11647,"MILD"
11648,"MILD"
11649,"MILD"
11650,"MILD"
11651,"MILD"
11652,"MILD"
11653,"MILD"
11654,"MILD"
11655,"MILD"
11656,"MILD"
11657,"MILD"
11658,"MILD"
11659,"MILD"
11660,"MILD"
11661,"MILD"
11662,"MILD"
11663,"MILD"
11664,"MILD"
11665,"MILD"
11666,"MILD"
11667,"MILD"
11668,"MILD"
11669,"MILD"
11670,"MILD"
11671,"MILD"
11672,"MILD"
11673,"MILD"
11674,"MILD"
11675,"MILD"
11676,"MILD"
11677,"MILD"
11678,"MILD"
11679,"MILD"
11680,"MILD"
11681,"MILD"
11682,"MILD"
11683,"MILD"
11684,"MILD"
11685,"MILD"
11686,"MILD"
11687,"MILD"
11688,"MILD"
11689,"MILD"
11690,"MILD"
11691,"MILD"
11692,"MILD"
11693,"MILD"
11694,"MILD"
11695,"MILD"
11696,"MILD"
11697,"MILD"
11698,"MILD"
11699,"MILD"
11700,"MILD"
11701,"MILD"
11702,"MILD"
11703,"MILD"
11704,"MILD"
11705,"MILD"
11706,"MILD"
11707,"MILD"
11708,"MILD"
11709,"MILD"
11710,"MILD"
11711,"MILD"
11712,"MILD"
11713,"MILD"
11714,"MILD"
11715,"MILD"
11716,"MILD"
11717,"MILD"
11718,"MILD"
11719,"MILD"
11720,"MILD"
11721,"MILD"
11722,"MILD"
11723,"MILD"
11724,"MILD"
11725,"MILD"
11726,"MILD"
11727,"MILD"
11728,"MILD"
11729,"MILD"
11730,"MILD"
11731,"MILD"
11732,"MILD"
11733,"MILD"
11734,"MILD"
11735,"MILD"
11736,"MILD"
11737,"MILD"
11738,"MILD"
11739,"MILD"
11740,"MILD"
11741,"MILD"
11742,"MILD"
11743,"SEVERE"
11744,"MILD"
11745,"MILD"
11746,"MILD"
11747,"MILD"
11748,"MILD"
11749,"MILD"
11750,"MILD"
11751,"MILD"
11752,"MILD"
11753,"MILD"
11754,"MILD"
11755,"MILD"
11756,"MILD"
11757,"MILD"
11758,"MILD"
11759,"MILD"
11760,"MILD"
11761,"MILD"
11762,"SEVERE"
11763,"MILD"
11764,"MILD"
11765,"MILD"
11766,"MILD"
11767,"MILD"
11768,"MILD"
11769,"MILD"
11770,"MILD"
11771,"MILD"
11772,"MILD"
11773,"MILD"
11774,"MILD"
11775,"MILD"
11776,"MILD"
11777,"MILD"
11778,"MILD"
11779,"MILD"
11780,"MILD"
11781,"MILD"
11782,"MILD"
11783,"MILD"
11784,"MILD"
11785,"MILD"
11786,"MILD"
11787,"MILD"
11788,"MILD"
11789,"MILD"
11790,"MILD"
11791,"MILD"
11792,"SEVERE"
11793,"MILD"
11794,"SEVERE"
11795,"MILD"
11796,"MILD"
11797,"MILD"
11798,"MILD"
11799,"MILD"
11800,"MILD"
11801,"MILD"
11802,"MILD"
11803,"MILD"
11804,"MILD"
11805,"SEVERE"
11806,"MILD"
11807,"MILD"
11808,"MILD"
11809,"MILD"
11810,"MILD"
11811,"MILD"
11812,"MILD"
11813,"MILD"
11814,"SEVERE"
11815,"MILD"
11816,"SEVERE"
11817,"MILD"
11818,"MILD"
11819,"MILD"
11820,"MILD"
11821,"MILD"
11822,"MILD"
11823,"MILD"
11824,"MILD"
11825,"MILD"
11826,"MILD"
11827,"MILD"
11828,"MILD"
11829,"MILD"
11830,"MILD"
11831,"MILD"
11832,"MILD"
11833,"SEVERE"
11834,"MILD"
11835,"MILD"
11836,"MILD"
11837,"MILD"
11838,"MILD"
11839,"MILD"
11840,"MILD"
11841,"MILD"
11842,"MILD"
11843,"MILD"
11844,"MILD"
11845,"MILD"
11846,"MILD"
11847,"MILD"
11848,"MILD"
11849,"MILD"
11850,"MILD"
11851,"MILD"
11852,"MILD"
11853,"MILD"
11854,"MILD"
11855,"SEVERE"
11856,"MILD"
11857,"SEVERE"
11858,"MILD"
11859,"MILD"
11860,"MILD"
11861,"MILD"
11862,"MILD"
11863,"MILD"
11864,"MILD"
11865,"MILD"
11866,"MILD"
11867,"MILD"
11868,"MILD"
11869,"MILD"
11870,"MILD"
11871,"MILD"
11872,"MILD"
11873,"MILD"
11874,"MILD"
11875,"MILD"
11876,"MILD"
11877,"MILD"
11878,"MILD"
11879,"MILD"
11880,"MILD"
11881,"MILD"
11882,"MILD"
11883,"MILD"
11884,"MILD"
11885,"MILD"
11886,"MILD"
11887,"MILD"
11888,"MILD"
11889,"SEVERE"
11890,"MILD"
11891,"SEVERE"
11892,"MILD"
11893,"MILD"
11894,"MILD"
11895,"MILD"
11896,"MILD"
11897,"MILD"
11898,"MILD"
11899,"MILD"
11900,"MILD"
11901,"MILD"
11902,"MILD"
11903,"MILD"
11904,"MILD"
11905,"MILD"
11906,"MILD"
11907,"MILD"
11908,"MILD"
11909,"MILD"
11910,"MILD"
11911,"MILD"
11912,"MILD"
11913,"MILD"
11914,"MILD"
11915,"MILD"
11916,"MILD"
11917,"MILD"
11918,"MILD"
11919,"MILD"
11920,"MILD"
11921,"MILD"
11922,"MILD"
11923,"MILD"
11924,"MILD"
11925,"SEVERE"
11926,"MILD"
11927,"MILD"
11928,"MILD"
11929,"MILD"
11930,"MILD"
11931,"MILD"
11932,"MILD"
11933,"MILD"
11934,"SEVERE"
11935,"MILD"
11936,"MILD"
11937,"MILD"
11938,"MILD"
11939,"MILD"
11940,"MILD"
11941,"MILD"
11942,"MILD"
11943,"MILD"
11944,"MILD"
11945,"MILD"
11946,"MILD"
11947,"MILD"
11948,"MILD"
11949,"MILD"
11950,"MILD"
11951,"SEVERE"
11952,"MILD"
11953,"MILD"
11954,"MILD"
11955,"MILD"
11956,"MILD"
11957,"MILD"
11958,"SEVERE"
11959,"MILD"
11960,"MILD"
11961,"MILD"
11962,"MILD"
11963,"MILD"
11964,"MILD"
11965,"MILD"
11966,"MILD"
11967,"MILD"
11968,"MILD"
11969,"MILD"
11970,"MILD"
11971,"MILD"
11972,"MILD"
11973,"MILD"
11974,"MILD"
11975,"MILD"
11976,"MILD"
11977,"MILD"
11978,"MILD"
11979,"MILD"
11980,"SEVERE"
11981,"MILD"
11982,"MILD"
11983,"MILD"
11984,"MILD"
11985,"MILD"
11986,"MILD"
11987,"MILD"
11988,"SEVERE"
11989,"MILD"
11990,"MILD"
11991,"MILD"
11992,"MILD"
11993,"MILD"
11994,"MILD"
11995,"MILD"
11996,"MILD"
11997,"MILD"
11998,"MILD"
11999,"MILD"
12000,"MILD"
12001,"MILD"
12002,"MILD"
12003,"MILD"
12004,"MILD"
12005,"MILD"
12006,"MILD"
12007,"MILD"
12008,"SEVERE"
12009,"MILD"
12010,"MILD"
12011,"MILD"
12012,"MILD"
12013,"MILD"
12014,"MILD"
12015,"MILD"
12016,"MILD"
12017,"MILD"
12018,"MILD"
12019,"MILD"
12020,"MILD"
12021,"MILD"
12022,"MILD"
12023,"MILD"
12024,"MILD"
12025,"MILD"
12026,"MILD"
12027,"MILD"
12028,"MILD"
12029,"MILD"
12030,"MILD"
12031,"MILD"
12032,"MILD"
12033,"MILD"
12034,"MILD"
12035,"MILD"
12036,"MILD"
12037,"MILD"
12038,"MILD"
12039,"MILD"
12040,"MILD"
12041,"MILD"
12042,"MILD"
12043,"MILD"
12044,"MILD"
12045,"MILD"
12046,"MILD"
12047,"MILD"
12048,"MILD"
12049,"MILD"
12050,"MILD"
12051,"MILD"
12052,"MILD"
12053,"MILD"
12054,"MILD"
12055,"MILD"
12056,"MILD"
12057,"MILD"
12058,"MILD"
12059,"MILD"
12060,"MILD"
12061,"MILD"
12062,"MILD"
12063,"MILD"
12064,"MILD"
12065,"MILD"
12066,"MILD"
12067,"MILD"
12068,"MILD"
12069,"MILD"
12070,"MILD"
12071,"MILD"
12072,"MILD"
12073,"MILD"
12074,"MILD"
12075,"MILD"
12076,"MILD"
12077,"MILD"
12078,"MILD"
12079,"MILD"
12080,"MILD"
12081,"MILD"
12082,"MILD"
12083,"MILD"
12084,"MILD"
12085,"MILD"
12086,"MILD"
12087,"MILD"
12088,"MILD"
12089,"MILD"
12090,"MILD"
12091,"MILD"
12092,"MILD"
12093,"MILD"
12094,"SEVERE"
12095,"MILD"
12096,"MILD"
12097,"MILD"
12098,"MILD"
12099,"MILD"
12100,"MILD"
12101,"MILD"
12102,"MILD"
12103,"MILD"
12104,"MILD"
12105,"MILD"
12106,"MILD"
12107,"MILD"
12108,"MILD"
12109,"MILD"
12110,"MILD"
12111,"MILD"
12112,"MILD"
12113,"MILD"
12114,"MILD"
12115,"MILD"
12116,"MILD"
12117,"MILD"
12118,"MILD"
12119,"MILD"
12120,"MILD"
12121,"MILD"
12122,"MILD"
12123,"MILD"
12124,"MILD"
12125,"MILD"
12126,"MILD"
12127,"MILD"
12128,"MILD"
12129,"MILD"
12130,"MILD"
12131,"MILD"
12132,"MILD"
12133,"MILD"
12134,"MILD"
12135,"MILD"
12136,"MILD"
12137,"MILD"
12138,"MILD"
12139,"MILD"
12140,"MILD"
12141,"MILD"
12142,"MILD"
12143,"MILD"
12144,"MILD"
12145,"MILD"
12146,"MILD"
12147,"MILD"
12148,"MILD"
12149,"SEVERE"
12150,"SEVERE"
12151,"MILD"
12152,"MILD"
12153,"MILD"
12154,"MILD"
12155,"MILD"
12156,"MILD"
12157,"MILD"
12158,"MILD"
12159,"MILD"
12160,"MILD"
12161,"MILD"
12162,"MILD"
12163,"MILD"
12164,"MILD"
12165,"MILD"
12166,"MILD"
12167,"MILD"
12168,"SEVERE"
12169,"MILD"
12170,"MILD"
12171,"MILD"
12172,"MILD"
12173,"MILD"
12174,"MILD"
12175,"MILD"
12176,"MILD"
12177,"MILD"
12178,"SEVERE"
12179,"MILD"
12180,"MILD"
12181,"MILD"
12182,"MILD"
12183,"MILD"
12184,"MILD"
12185,"MILD"
12186,"MILD"
12187,"MILD"
12188,"MILD"
12189,"MILD"
12190,"SEVERE"
12191,"MILD"
12192,"MILD"
12193,"MILD"
12194,"MILD"
12195,"MILD"
12196,"MILD"
12197,"MILD"
12198,"MILD"
12199,"MILD"
12200,"MILD"
12201,"MILD"
12202,"MILD"
12203,"MILD"
12204,"MILD"
12205,"MILD"
12206,"MILD"
12207,"MILD"
12208,"MILD"
12209,"MILD"
12210,"MILD"
12211,"MILD"
12212,"MILD"
12213,"MILD"
12214,"MILD"
12215,"MILD"
12216,"MILD"
12217,"MILD"
12218,"MILD"
12219,"MILD"
12220,"MILD"
12221,"MILD"
12222,"MILD"
12223,"MILD"
12224,"MILD"
12225,"MILD"
12226,"MILD"
12227,"MILD"
12228,"MILD"
12229,"MILD"
12230,"MILD"
12231,"MILD"
12232,"MILD"
12233,"MILD"
12234,"MILD"
12235,"MILD"
12236,"MILD"
12237,"MILD"
12238,"MILD"
12239,"MILD"
12240,"MILD"
12241,"MILD"
12242,"MILD"
12243,"MILD"
12244,"MILD"
12245,"MILD"
12246,"SEVERE"
12247,"MILD"
12248,"MILD"
12249,"MILD"
12250,"MILD"
12251,"MILD"
12252,"MILD"
12253,"MILD"
12254,"MILD"
12255,"MILD"
12256,"MILD"
12257,"MILD"
12258,"MILD"
12259,"MILD"
12260,"MILD"
12261,"MILD"
12262,"MILD"
12263,"MILD"
12264,"MILD"
12265,"MILD"
12266,"MILD"
12267,"MILD"
12268,"MILD"
12269,"MILD"
12270,"MILD"
12271,"MILD"
12272,"MILD"
12273,"MILD"
12274,"MILD"
12275,"MILD"
12276,"MILD"
12277,"MILD"
12278,"MILD"
12279,"MILD"
12280,"MILD"
12281,"MILD"
12282,"MILD"
12283,"MILD"
12284,"MILD"
12285,"MILD"
12286,"MILD"
12287,"MILD"
12288,"MILD"
12289,"MILD"
12290,"MILD"
12291,"MILD"
12292,"MILD"
12293,"MILD"
12294,"MILD"
12295,"MILD"
12296,"MILD"
12297,"MILD"
12298,"SEVERE"
12299,"MILD"
12300,"MILD"
12301,"MILD"
12302,"MILD"
12303,"MILD"
12304,"MILD"
12305,"MILD"
12306,"MILD"
12307,"MILD"
12308,"MILD"
12309,"MILD"
12310,"MILD"
12311,"MILD"
12312,"MILD"
12313,"MILD"
12314,"MILD"
12315,"MILD"
12316,"MILD"
12317,"MILD"
12318,"MILD"
12319,"MILD"
12320,"MILD"
12321,"MILD"
12322,"MILD"
12323,"MILD"
12324,"MILD"
12325,"MILD"
12326,"MILD"
12327,"MILD"
12328,"MILD"
12329,"MILD"
12330,"MILD"
12331,"MILD"
12332,"MILD"
12333,"MILD"
12334,"MILD"
12335,"MILD"
12336,"MILD"
12337,"MILD"
12338,"MILD"
12339,"MILD"
12340,"MILD"
12341,"MILD"
12342,"MILD"
12343,"MILD"
12344,"MILD"
12345,"MILD"
12346,"MILD"
12347,"MILD"
12348,"MILD"
12349,"MILD"
12350,"MILD"
12351,"MILD"
12352,"MILD"
12353,"MILD"
12354,"MILD"
12355,"MILD"
12356,"MILD"
12357,"MILD"
12358,"MILD"
12359,"MILD"
12360,"MILD"
12361,"MILD"
12362,"MILD"
12363,"MILD"
12364,"MILD"
12365,"MILD"
12366,"MILD"
12367,"MILD"
12368,"MILD"
12369,"MILD"
12370,"MILD"
12371,"MILD"
12372,"MILD"
12373,"MILD"
12374,"MILD"
12375,"MILD"
12376,"MILD"
12377,"MILD"
12378,"MILD"
12379,"MILD"
12380,"MILD"
12381,"MILD"
12382,"MILD"
12383,"MILD"
12384,"MILD"
12385,"MILD"
12386,"MILD"
12387,"MILD"
12388,"MILD"
12389,"MILD"
12390,"MILD"
12391,"MILD"
12392,"MILD"
12393,"MILD"
12394,"MILD"
12395,"MILD"
12396,"MILD"
12397,"MILD"
12398,"MILD"
12399,"MILD"
12400,"MILD"
12401,"MILD"
12402,"MILD"
12403,"MILD"
12404,"MILD"
12405,"MILD"
12406,"MILD"
12407,"MILD"
12408,"MILD"
12409,"MILD"
12410,"MILD"
12411,"SEVERE"
12412,"MILD"
12413,"MILD"
12414,"MILD"
12415,"MILD"
12416,"MILD"
12417,"MILD"
12418,"MILD"
12419,"MILD"
12420,"MILD"
12421,"MILD"
12422,"MILD"
12423,"MILD"
12424,"MILD"
12425,"MILD"
12426,"MILD"
12427,"MILD"
12428,"MILD"
12429,"MILD"
12430,"MILD"
12431,"MILD"
12432,"MILD"
12433,"MILD"
12434,"MILD"
12435,"MILD"
12436,"MILD"
12437,"MILD"
12438,"MILD"
12439,"MILD"
12440,"MILD"
12441,"MILD"
12442,"MILD"
12443,"MILD"
12444,"MILD"
12445,"MILD"
12446,"MILD"
12447,"MILD"
12448,"MILD"
12449,"MILD"
12450,"MILD"
12451,"MILD"
12452,"MILD"
12453,"MILD"
12454,"MILD"
12455,"MILD"
12456,"MILD"
12457,"MILD"
12458,"MILD"
12459,"MILD"
12460,"MILD"
12461,"MILD"
12462,"MILD"
12463,"MILD"
12464,"MILD"
12465,"MILD"
12466,"MILD"
12467,"MILD"
12468,"MILD"
12469,"MILD"
12470,"MILD"
12471,"MILD"
12472,"MILD"
12473,"MILD"
12474,"MILD"
12475,"MILD"
12476,"MILD"
12477,"MILD"
12478,"MILD"
12479,"MILD"
12480,"MILD"
12481,"MILD"
12482,"MILD"
12483,"MILD"
12484,"MILD"
12485,"MILD"
12486,"MILD"
12487,"MILD"
12488,"MILD"
12489,"MILD"
12490,"MILD"
12491,"MILD"
12492,"MILD"
12493,"MILD"
12494,"MILD"
12495,"MILD"
12496,"MILD"
12497,"MILD"
12498,"MILD"
12499,"MILD"
12500,"SEVERE"
12501,"MILD"
12502,"MILD"
12503,"MILD"
12504,"MILD"
12505,"MILD"
12506,"MILD"
12507,"MILD"
12508,"MILD"
12509,"MILD"
12510,"MILD"
12511,"MILD"
12512,"MILD"
12513,"MILD"
12514,"MILD"
12515,"MILD"
12516,"MILD"
12517,"MILD"
12518,"MILD"
12519,"MILD"
12520,"MILD"
12521,"MILD"
12522,"SEVERE"
12523,"MILD"
12524,"MILD"
12525,"MILD"
12526,"MILD"
12527,"MILD"
12528,"MILD"
12529,"MILD"
12530,"MILD"
12531,"MILD"
12532,"MILD"
12533,"MILD"
12534,"MILD"
12535,"MILD"
12536,"MILD"
12537,"MILD"
12538,"MILD"
12539,"SEVERE"
12540,"MILD"
12541,"MILD"
12542,"MILD"
12543,"MILD"
12544,"MILD"
12545,"MILD"
12546,"MILD"
12547,"MILD"
12548,"MILD"
12549,"MILD"
12550,"MILD"
12551,"MILD"
12552,"SEVERE"
12553,"MILD"
12554,"MILD"
12555,"MILD"
12556,"MILD"
12557,"MILD"
12558,"MILD"
12559,"MILD"
12560,"MILD"
12561,"SEVERE"
12562,"MILD"
12563,"MILD"
12564,"MILD"
12565,"MILD"
12566,"MILD"
12567,"MILD"
12568,"MILD"
12569,"MILD"
12570,"MILD"
12571,"MILD"
12572,"MILD"
12573,"MILD"
12574,"MILD"
12575,"MILD"
12576,"MILD"
12577,"MILD"
12578,"MILD"
12579,"MILD"
12580,"SEVERE"
12581,"MILD"
12582,"MILD"
12583,"MILD"
12584,"MILD"
12585,"MILD"
12586,"MILD"
12587,"MILD"
12588,"MILD"
12589,"MILD"
12590,"MILD"
12591,"MILD"
12592,"MILD"
12593,"MILD"
12594,"MILD"
12595,"MILD"
12596,"MILD"
12597,"MILD"
12598,"MILD"
12599,"MILD"
12600,"MILD"
12601,"MILD"
12602,"MILD"
12603,"MILD"
12604,"MILD"
12605,"MILD"
12606,"MILD"
12607,"MILD"
12608,"MILD"
12609,"MILD"
12610,"MILD"
12611,"MILD"
12612,"MILD"
12613,"MILD"
12614,"MILD"
12615,"MILD"
12616,"MILD"
12617,"MILD"
12618,"MILD"
12619,"MILD"
12620,"MILD"
12621,"MILD"
12622,"MILD"
12623,"MILD"
12624,"MILD"
12625,"MILD"
12626,"MILD"
12627,"MILD"
12628,"MILD"
12629,"MILD"
12630,"MILD"
12631,"MILD"
12632,"MILD"
12633,"MILD"
12634,"MILD"
12635,"MILD"
12636,"MILD"
12637,"MILD"
12638,"MILD"
12639,"MILD"
12640,"MILD"
12641,"MILD"
12642,"MILD"
12643,"MILD"
12644,"MILD"
12645,"MILD"
12646,"MILD"
12647,"MILD"
12648,"MILD"
12649,"MILD"
12650,"MILD"
12651,"MILD"
12652,"MILD"
12653,"MILD"
12654,"MILD"
12655,"MILD"
12656,"MILD"
12657,"MILD"
12658,"MILD"
12659,"MILD"
12660,"MILD"
12661,"MILD"
12662,"MILD"
12663,"MILD"
12664,"MILD"
12665,"MILD"
12666,"MILD"
12667,"MILD"
12668,"MILD"
12669,"MILD"
12670,"MILD"
12671,"MILD"
12672,"MILD"
12673,"MILD"
12674,"MILD"
12675,"MILD"
12676,"MILD"
12677,"MILD"
12678,"MILD"
12679,"MILD"
12680,"MILD"
12681,"MILD"
12682,"MILD"
12683,"MILD"
12684,"MILD"
12685,"MILD"
12686,"MILD"
12687,"MILD"
12688,"MILD"
12689,"MILD"
12690,"MILD"
12691,"MILD"
12692,"MILD"
12693,"MILD"
12694,"MILD"
12695,"SEVERE"
12696,"MILD"
12697,"MILD"
12698,"MILD"
12699,"MILD"
12700,"MILD"
12701,"MILD"
12702,"MILD"
12703,"MILD"
12704,"MILD"
12705,"MILD"
12706,"MILD"
12707,"MILD"
12708,"MILD"
12709,"MILD"
12710,"MILD"
12711,"MILD"
12712,"MILD"
12713,"MILD"
12714,"MILD"
12715,"MILD"
12716,"MILD"
12717,"MILD"
12718,"MILD"
12719,"SEVERE"
12720,"MILD"
12721,"MILD"
12722,"MILD"
12723,"MILD"
12724,"MILD"
12725,"MILD"
12726,"MILD"
12727,"MILD"
12728,"MILD"
12729,"MILD"
12730,"MILD"
12731,"MILD"
12732,"MILD"
12733,"MILD"
12734,"MILD"
12735,"MILD"
12736,"MILD"
12737,"SEVERE"
12738,"MILD"
12739,"MILD"
12740,"MILD"
12741,"MILD"
12742,"MILD"
12743,"MILD"
12744,"MILD"
12745,"MILD"
12746,"MILD"
12747,"MILD"
12748,"MILD"
12749,"MILD"
12750,"MILD"
12751,"MILD"
12752,"MILD"
12753,"MILD"
12754,"MILD"
12755,"MILD"
12756,"MILD"
12757,"MILD"
12758,"MILD"
12759,"MILD"
12760,"MILD"
12761,"SEVERE"
12762,"MILD"
12763,"SEVERE"
12764,"MILD"
12765,"MILD"
12766,"MILD"
12767,"MILD"
12768,"MILD"
12769,"MILD"
12770,"MILD"
12771,"MILD"
12772,"MILD"
12773,"MILD"
12774,"MILD"
12775,"MILD"
12776,"MILD"
12777,"MILD"
12778,"MILD"
12779,"SEVERE"
12780,"MILD"
12781,"MILD"
12782,"MILD"
12783,"SEVERE"
12784,"MILD"
12785,"MILD"
12786,"MILD"
12787,"MILD"
12788,"MILD"
12789,"MILD"
12790,"MILD"
12791,"MILD"
12792,"MILD"
12793,"MILD"
12794,"MILD"
12795,"MILD"
12796,"MILD"
12797,"MILD"
12798,"MILD"
12799,"MILD"
12800,"MILD"
12801,"MILD"
12802,"MILD"
12803,"MILD"
12804,"MILD"
12805,"MILD"
12806,"MILD"
12807,"MILD"
12808,"MILD"
12809,"MILD"
12810,"MILD"
12811,"MILD"
12812,"MILD"
12813,"MILD"
12814,"MILD"
12815,"MILD"
12816,"MILD"
12817,"MILD"
12818,"MILD"
12819,"MILD"
12820,"MILD"
12821,"MILD"
12822,"MILD"
12823,"MILD"
12824,"MILD"
12825,"MILD"
12826,"MILD"
12827,"MILD"
12828,"MILD"
12829,"MILD"
12830,"MILD"
12831,"MILD"
12832,"MILD"
12833,"MILD"
12834,"MILD"
12835,"MILD"
12836,"MILD"
12837,"MILD"
12838,"MILD"
12839,"MILD"
12840,"MILD"
12841,"MILD"
12842,"MILD"
12843,"MILD"
12844,"MILD"
12845,"MILD"
12846,"MILD"
12847,"MILD"
12848,"MILD"
12849,"MILD"
12850,"MILD"
12851,"MILD"
12852,"MILD"
12853,"MILD"
12854,"MILD"
12855,"MILD"
12856,"MILD"
12857,"MILD"
12858,"MILD"
12859,"MILD"
12860,"MILD"
12861,"MILD"
12862,"MILD"
12863,"MILD"
12864,"MILD"
12865,"MILD"
12866,"MILD"
12867,"MILD"
12868,"MILD"
12869,"MILD"
12870,"MILD"
12871,"MILD"
12872,"MILD"
12873,"MILD"
12874,"MILD"
12875,"MILD"
12876,"MILD"
12877,"MILD"
12878,"MILD"
12879,"SEVERE"
12880,"MILD"
12881,"MILD"
12882,"MILD"
12883,"MILD"
12884,"MILD"
12885,"MILD"
12886,"MILD"
12887,"MILD"
12888,"MILD"
12889,"MILD"
12890,"MILD"
12891,"SEVERE"
12892,"MILD"
12893,"MILD"
12894,"MILD"
12895,"MILD"
12896,"MILD"
12897,"MILD"
12898,"MILD"
12899,"MILD"
12900,"MILD"
12901,"MILD"
12902,"MILD"
12903,"MILD"
12904,"MILD"
12905,"MILD"
12906,"SEVERE"
12907,"MILD"
12908,"MILD"
12909,"MILD"
12910,"MILD"
12911,"MILD"
12912,"MILD"
12913,"MILD"
12914,"MILD"
12915,"MILD"
12916,"MILD"
12917,"MILD"
12918,"SEVERE"
12919,"MILD"
12920,"MILD"
12921,"MILD"
12922,"MILD"
12923,"MILD"
12924,"MILD"
12925,"MILD"
12926,"MILD"
12927,"MILD"
12928,"MILD"
12929,"MILD"
12930,"MILD"
12931,"MILD"
12932,"MILD"
12933,"MILD"
12934,"MILD"
12935,"MILD"
12936,"MILD"
12937,"MILD"
12938,"MILD"
12939,"MILD"
12940,"MILD"
12941,"MILD"
12942,"MILD"
12943,"MILD"
12944,"MILD"
12945,"MILD"
12946,"MILD"
12947,"MILD"
12948,"MILD"
12949,"MILD"
12950,"MILD"
12951,"MILD"
12952,"MILD"
12953,"MILD"
12954,"MILD"
12955,"MILD"
12956,"MILD"
12957,"MILD"
12958,"MILD"
12959,"MILD"
12960,"SEVERE"
12961,"MILD"
12962,"MILD"
12963,"MILD"
12964,"MILD"
12965,"MILD"
12966,"MILD"
12967,"MILD"
12968,"MILD"
12969,"MILD"
12970,"MILD"
12971,"MILD"
12972,"MILD"
12973,"MILD"
12974,"MILD"
12975,"MILD"
12976,"MILD"
12977,"MILD"
12978,"MILD"
12979,"MILD"
12980,"MILD"
12981,"MILD"
12982,"MILD"
12983,"MILD"
12984,"MILD"
12985,"MILD"
12986,"MILD"
12987,"MILD"
12988,"MILD"
12989,"MILD"
12990,"MILD"
12991,"MILD"
12992,"MILD"
12993,"MILD"
12994,"MILD"
12995,"MILD"
12996,"MILD"
12997,"MILD"
12998,"MILD"
12999,"MILD"
13000,"MILD"
13001,"MILD"
13002,"MILD"
13003,"MILD"
13004,"MILD"
13005,"MILD"
13006,"MILD"
13007,"MILD"
13008,"MILD"
13009,"MILD"
13010,"MILD"
13011,"MILD"
13012,"MILD"
13013,"MILD"
13014,"MILD"
13015,"MILD"
13016,"MILD"
13017,"MILD"
13018,"MILD"
13019,"MILD"
13020,"MILD"
13021,"MILD"
13022,"MILD"
13023,"MILD"
13024,"MILD"
13025,"MILD"
13026,"MILD"
13027,"MILD"
13028,"MILD"
13029,"MILD"
13030,"MILD"
13031,"MILD"
13032,"MILD"
13033,"MILD"
13034,"MILD"
13035,"MILD"
13036,"MILD"
13037,"MILD"
13038,"MILD"
13039,"SEVERE"
13040,"MILD"
13041,"MILD"
13042,"MILD"
13043,"MILD"
13044,"MILD"
13045,"MILD"
13046,"MILD"
13047,"MILD"
13048,"MILD"
13049,"MILD"
13050,"MILD"
13051,"MILD"
13052,"MILD"
13053,"MILD"
13054,"MILD"
13055,"SEVERE"
13056,"MILD"
13057,"MILD"
13058,"MILD"
13059,"MILD"
13060,"MILD"
13061,"MILD"
13062,"MILD"
13063,"MILD"
13064,"MILD"
13065,"MILD"
13066,"MILD"
13067,"MILD"
13068,"MILD"
13069,"MILD"
13070,"MILD"
13071,"MILD"
13072,"MILD"
13073,"MILD"
13074,"MILD"
13075,"MILD"
13076,"SEVERE"
13077,"MILD"
13078,"MILD"
13079,"SEVERE"
